date,tsi_1au,tsi_true_earth
2007-05-14,1360.6096,1332.1187
2007-05-15,null,null
2007-05-16,null,null
2007-05-17,null,null
2007-05-18,null,null
2007-05-19,null,null
2007-05-20,null,null
2007-05-21,1360.5706,1328.0754
2007-05-22,1360.6706,1327.8003
2007-05-23,1360.709,1327.3725
2007-05-24,1360.7491,1326.9614
2007-05-25,1360.6826,1326.4391
2007-05-26,1360.6143,1325.9297
2007-05-27,1360.6035,1325.4596
2007-05-28,1360.6121,1325.0243
2007-05-29,1360.6536,1324.6044
2007-05-30,1360.6665,1324.2274
2007-05-31,1360.6708,1323.885
2007-06-01,1360.6625,1323.3908
2007-06-02,1360.6616,1322.9953
2007-06-03,1360.6072,1322.5515
2007-06-04,1360.5363,1322.0862
2007-06-05,1360.4987,1321.6737
2007-06-06,1360.5399,1321.3425
2007-06-07,1360.5704,1321.0417
2007-06-08,1360.6559,1320.751
2007-06-09,1360.7349,1320.4897
2007-06-10,1360.77,1320.2048
2007-06-11,1360.7829,1319.9048
2007-06-12,1360.7547,1319.5561
2007-06-13,1360.7149,1319.2482
2007-06-14,1360.5921,1318.8584
2007-06-15,1360.5922,1318.6132
2007-06-16,1360.6025,1318.3924
2007-06-17,1360.5995,1318.167
2007-06-18,1360.5846,1317.9505
2007-06-19,1360.5702,1317.7402
2007-06-20,1360.568,1317.5544
2007-06-21,1360.5531,1317.3851
2007-06-22,1360.5483,1317.2326
2007-06-23,1360.5405,1317.0875
2007-06-24,1360.5362,1316.9532
2007-06-25,1360.5148,1316.8168
2007-06-26,1360.5571,1316.7468
2007-06-27,1360.5327,1316.635
2007-06-28,1360.5485,1316.5625
2007-06-29,1360.5897,1316.5272
2007-06-30,1360.5719,1316.4415
2007-07-01,1360.562,1316.3738
2007-07-02,1360.5642,1316.3265
2007-07-03,1360.6145,1316.3323
2007-07-04,1360.6699,1316.3558
2007-07-05,1360.6783,1316.3428
2007-07-06,1360.7332,1316.3848
2007-07-07,1360.7213,1316.3735
2007-07-08,1360.6818,1316.3475
2007-07-09,1360.5407,1316.2364
2007-07-10,1360.3901,1316.1295
2007-07-11,1360.2876,1316.0857
2007-07-12,1360.2779,1316.1449
2007-07-13,1360.351,1316.3312
2007-07-14,1360.4247,1316.4723
2007-07-15,1360.4987,1316.6598
2007-07-16,1360.5431,1316.84
2007-07-17,1360.6209,1317.0696
2007-07-18,1360.6434,1317.2536
2007-07-19,1360.6327,1317.4152
2007-07-20,1360.5851,1317.5592
2007-07-21,1360.5421,1317.7227
2007-07-22,1360.524,1317.9297
2007-07-23,1360.5396,1318.1696
2007-07-24,1360.5672,1318.4389
2007-07-25,1360.5891,1318.7023
2007-07-26,1360.6186,1318.9598
2007-07-27,1360.6394,1319.2909
2007-07-28,1360.6567,1319.5894
2007-07-29,1360.6372,1319.8644
2007-07-30,1360.6577,1320.1709
2007-07-31,1360.6606,1320.4748
2007-08-01,1360.6561,1320.7945
2007-08-02,1360.6655,1321.0849
2007-08-03,1360.6959,1321.4708
2007-08-04,1360.6912,1321.8012
2007-08-05,1360.6455,1322.0993
2007-08-06,1360.6006,1322.4114
2007-08-07,1360.6043,1322.8122
2007-08-08,1360.5684,1323.1404
2007-08-09,1360.553,1323.518
2007-08-10,1360.5926,1323.96
2007-08-11,1360.6009,1324.3835
2007-08-12,1360.6139,1324.8326
2007-08-13,1360.6167,1325.287
2007-08-14,1360.6366,1325.7971
2007-08-15,1360.5896,1326.225
2007-08-16,1360.5772,1326.6793
2007-08-17,1360.5479,1327.1505
2007-08-18,1360.5538,1327.6698
2007-08-19,1360.5486,1328.1984
2007-08-20,1360.5673,1328.7691
2007-08-21,1360.5653,1329.313
2007-08-22,1360.5963,1329.8782
2007-08-23,1360.5811,1330.4337
2007-08-24,1360.5858,1331.0013
2007-08-25,1360.5545,1331.5529
2007-08-26,1360.5491,1332.1306
2007-08-27,1360.5261,1332.6845
2007-08-28,1360.5385,1333.2845
2007-08-29,1360.5615,1333.9256
2007-08-30,1360.5797,1334.5414
2007-08-31,1360.6211,1335.191
2007-09-01,1360.594,1335.7749
2007-09-02,1360.535,1336.3247
2007-09-03,1360.4974,1336.9028
2007-09-04,1360.5298,1337.5854
2007-09-05,1360.5439,1338.22
2007-09-06,1360.5355,1338.8615
2007-09-07,1360.5065,1339.4859
2007-09-08,1360.4901,1340.1274
2007-09-09,1360.4919,1340.8019
2007-09-10,1360.5219,1341.5331
2007-09-11,1360.5035,1342.2064
2007-09-12,1360.5252,1342.9183
2007-09-13,1360.53,1343.6284
2007-09-14,1360.4989,1344.3498
2007-09-15,1360.5352,1345.1012
2007-09-16,1360.5431,1345.8511
2007-09-17,1360.547,1346.569
2007-09-18,1360.5829,1347.3871
2007-09-19,1360.5973,1348.1345
2007-09-20,1360.5862,1348.7762
2007-09-21,1360.6098,1349.679
2007-09-22,1360.6192,1350.4468
2007-09-23,1360.6031,1351.1895
2007-09-24,1360.6064,1351.9433
2007-09-25,1360.601,1352.7553
2007-09-26,1360.5916,1353.4952
2007-09-27,1360.5809,1354.176
2007-09-28,1360.56,1354.9828
2007-09-29,1360.5468,1355.728
2007-09-30,1360.5338,1356.4642
2007-10-01,1360.534,1357.2227
2007-10-02,1360.5285,1358.0321
2007-10-03,1360.5081,1358.7372
2007-10-04,1360.5131,1359.51
2007-10-05,1360.491,1360.2829
2007-10-06,1360.4914,1361.0094
2007-10-07,1360.5193,1361.8006
2007-10-08,1360.535,1362.6211
2007-10-09,1360.5511,1363.4655
2007-10-10,1360.5139,1364.1769
2007-10-11,1360.5668,1364.9755
2007-10-12,1360.5763,1365.7697
2007-10-13,1360.5577,1366.5479
2007-10-14,1360.5732,1367.3578
2007-10-15,1360.5514,1368.134
2007-10-16,1360.5879,1369.0062
2007-10-17,1360.606,1369.7613
2007-10-18,1360.582,1370.5666
2007-10-19,1360.5961,1371.3568
2007-10-20,1360.6053,1372.1643
2007-10-21,1360.626,1372.9639
2007-10-22,1360.5942,1373.7179
2007-10-23,1360.5974,1374.517
2007-10-24,1360.5664,1375.2459
2007-10-25,1360.5402,1375.9731
2007-10-26,1360.5581,1376.7403
2007-10-27,1360.5342,1377.4644
2007-10-28,1360.5112,1378.1834
2007-10-29,1360.508,1378.8882
2007-10-30,1360.4986,1379.6516
2007-10-31,1360.501,1380.3212
2007-11-01,1360.4817,1381.0111
2007-11-02,1360.4969,1381.7324
2007-11-03,1360.4924,1382.4036
2007-11-04,1360.4798,1383.0957
2007-11-05,1360.485,1383.7953
2007-11-06,1360.5121,1384.5538
2007-11-07,1360.5175,1385.2153
2007-11-08,1360.4999,1385.8532
2007-11-09,1360.4991,1386.5146
2007-11-10,1360.5447,1387.2411
2007-11-11,1360.5211,1387.885
2007-11-12,1360.5256,1388.5576
2007-11-13,1360.5634,1389.2946
2007-11-14,1360.5656,1389.8751
2007-11-15,1360.5707,1390.4588
2007-11-16,1360.5712,1391.1839
2007-11-17,1360.5899,1391.8312
2007-11-18,1360.5887,1392.4466
2007-11-19,1360.5645,1393.0318
2007-11-20,1360.5546,1393.6411
2007-11-21,1360.5507,1394.2147
2007-11-22,1360.5323,1394.742
2007-11-23,1360.491,1395.2792
2007-11-24,1360.5129,1395.842
2007-11-25,1360.5226,1396.3802
2007-11-26,1360.5274,1396.9098
2007-11-27,1360.5238,1397.4244
2007-11-28,1360.536,1397.9163
2007-11-29,1360.5174,1398.3634
2007-11-30,1360.536,1398.825
2007-12-01,1360.5233,1399.2558
2007-12-02,1360.5353,1399.7092
2007-12-03,1360.5532,1400.1555
2007-12-04,1360.5469,1400.5876
2007-12-05,1360.5588,1400.9902
2007-12-06,1360.604,1401.4088
2007-12-07,1360.5988,1401.7844
2007-12-08,1360.5959,1402.1571
2007-12-09,1360.5024,1402.4358
2007-12-10,1360.4544,1402.7391
2007-12-11,1360.4361,1403.0787
2007-12-12,1360.4,1403.3548
2007-12-13,1360.3545,1403.6491
2007-12-14,1360.5568,1404.1528
2007-12-15,1360.7076,1404.624
2007-12-16,1360.7549,1404.9699
2007-12-17,1360.69,1405.1747
2007-12-18,1360.5563,1405.3093
2007-12-19,1360.5455,1405.5445
2007-12-20,1360.5334,1405.7628
2007-12-21,1360.5209,1405.9661
2007-12-22,1360.5132,1406.1558
2007-12-23,1360.4909,1406.3105
2007-12-24,1360.4971,1406.4801
2007-12-25,1360.5157,1406.6532
2007-12-26,1360.5368,1406.7925
2007-12-27,1360.4993,1406.8596
2007-12-28,1360.5121,1406.9605
2007-12-29,1360.5037,1407.0237
2007-12-30,1360.4904,1407.0684
2007-12-31,1360.5167,1407.1371
2008-01-01,1360.5927,1407.2444
2008-01-02,1360.6828,1407.3491
2008-01-03,1360.7303,1407.398
2008-01-04,1360.7723,1407.4287
2008-01-05,1360.7822,1407.4136
2008-01-06,1360.7408,1407.3338
2008-01-07,1360.708,1407.2517
2008-01-08,1360.725,1407.2061
2008-01-09,1360.7234,1407.1401
2008-01-10,1360.7438,1407.0899
2008-01-11,1360.7246,1406.9669
2008-01-12,1360.7166,1406.855
2008-01-13,1360.6423,1406.666
2008-01-14,1360.5602,1406.4516
2008-01-15,1360.4995,1406.2437
2008-01-16,1360.511,1406.1006
2008-01-17,1360.5038,1405.9419
2008-01-18,1360.5268,1405.7664
2008-01-19,1360.4982,1405.5336
2008-01-20,1360.4807,1405.3003
2008-01-21,1360.4958,1405.0813
2008-01-22,1360.4813,1404.7984
2008-01-23,1360.4958,1404.5435
2008-01-24,1360.5117,1404.2756
2008-01-25,1360.4993,1403.9583
2008-01-26,1360.4989,1403.6279
2008-01-27,1360.5178,1403.311
2008-01-28,1360.5559,1402.9878
2008-01-29,1360.6109,1402.6559
2008-01-30,1360.6206,1402.2966
2008-01-31,1360.6221,1401.917
2008-02-01,1360.6432,1401.5472
2008-02-02,1360.6505,1400.9831
2008-02-03,1360.651,1400.6896
2008-02-04,1360.6403,1400.2401
2008-02-05,1360.6682,1399.7982
2008-02-06,1360.6488,1399.3511
2008-02-07,1360.6614,1398.8578
2008-02-08,1360.617,1398.3759
2008-02-09,1360.5696,1397.844
2008-02-10,1360.5362,1397.3283
2008-02-11,1360.5238,1396.834
2008-02-12,1360.4921,1396.2652
2008-02-13,1360.497,1395.7656
2008-02-14,1360.4941,1395.2459
2008-02-15,1360.4908,1394.7136
2008-02-16,1360.4624,1394.1552
2008-02-17,1360.4672,1393.6027
2008-02-18,1360.4911,1393.0549
2008-02-19,1360.5147,1392.4585
2008-02-20,1360.4998,1391.8854
2008-02-21,1360.5092,1391.2867
2008-02-22,1360.5143,1390.6806
2008-02-23,1360.5158,1390.0427
2008-02-24,1360.5564,1389.4464
2008-02-25,1360.5949,1388.8233
2008-02-26,1360.5978,1388.1169
2008-02-27,1360.6126,1387.4571
2008-02-28,1360.6212,1386.8214
2008-02-29,1360.5901,1386.1034
2008-03-01,1360.5785,1385.3862
2008-03-02,1360.5971,1384.7105
2008-03-03,1360.5912,1383.9666
2008-03-04,1360.5958,1383.2257
2008-03-05,1360.5955,1382.5722
2008-03-06,1360.5876,1381.9413
2008-03-07,1360.5628,1381.0849
2008-03-08,1360.5216,1380.3134
2008-03-09,1360.5137,1379.5909
2008-03-10,1360.5111,1378.8591
2008-03-11,1360.4956,1378.0814
2008-03-12,1360.4888,1377.3641
2008-03-13,1360.4997,1376.7035
2008-03-14,1360.5025,1375.9314
2008-03-15,1360.491,1375.1513
2008-03-16,1360.5032,1374.4571
2008-03-17,1360.5261,1373.7424
2008-03-18,1360.5188,1372.9348
2008-03-19,1360.4832,1372.1669
2008-03-20,1360.4883,1371.3784
2008-03-21,1360.5083,1370.6876
2008-03-22,1360.5729,1369.9569
2008-03-23,1360.5689,1369.1737
2008-03-24,1360.5533,1368.3504
2008-03-25,1360.3867,1367.3325
2008-03-26,1360.3018,1366.4972
2008-03-27,1360.3018,1365.7412
2008-03-28,1360.3355,1364.9707
2008-03-29,1360.4371,1364.2344
2008-03-30,1360.5204,1363.5347
2008-03-31,1360.6001,1362.8007
2008-04-01,1360.6632,1362.0549
2008-04-02,1360.6619,1361.2974
2008-04-03,1360.638,1360.4205
2008-04-04,1360.5971,1359.6311
2008-04-05,1360.5708,1358.8093
2008-04-06,1360.5405,1358.0046
2008-04-07,1360.5054,1357.2058
2008-04-08,1360.5028,1356.3848
2008-04-09,1360.5139,1355.657
2008-04-10,1360.4927,1354.9084
2008-04-11,1360.4755,1354.1289
2008-04-12,1360.4894,1353.3961
2008-04-13,1360.5009,1352.6631
2008-04-14,1360.5035,1351.899
2008-04-15,1360.4992,1351.1237
2008-04-16,1360.5451,1350.4773
2008-04-17,1360.5494,1349.7369
2008-04-18,1360.58,1349.0381
2008-04-19,1360.5974,1348.3303
2008-04-20,1360.6224,1347.62
2008-04-21,1360.6513,1346.8928
2008-04-22,1360.6723,1346.1356
2008-04-23,1360.7093,1345.4693
2008-04-24,1360.7202,1344.7844
2008-04-25,1360.6939,1344.0327
2008-04-26,1360.6641,1343.2679
2008-04-27,1360.6366,1342.5257
2008-04-28,1360.6532,1341.8339
2008-04-29,1360.6127,1341.0582
2008-04-30,1360.5838,1340.3531
2008-05-01,1360.5577,1339.7138
2008-05-02,1360.5067,1338.908
2008-05-03,1360.4749,1338.2059
2008-05-04,1360.4794,1337.5526
2008-05-05,1360.487,1336.9174
2008-05-06,1360.4861,1336.2669
2008-05-07,1360.4859,1335.6269
2008-05-08,1360.4875,1335.0685
2008-05-09,1360.4955,1334.4438
2008-05-10,1360.517,1333.8697
2008-05-11,1360.514,1333.2974
2008-05-12,1360.5193,1332.7043
2008-05-13,1360.5372,1332.1395
2008-05-14,1360.5619,1331.6311
2008-05-15,1360.6207,1331.1319
2008-05-16,1360.6483,1330.6129
2008-05-17,1360.625,1330.0305
2008-05-18,1360.6319,1329.5237
2008-05-19,1360.619,1328.9752
2008-05-20,1360.6626,1328.4576
2008-05-21,1360.6678,1327.9606
2008-05-22,1360.6712,1327.4828
2008-05-23,1360.6493,1326.968
2008-05-24,1360.6351,1326.4584
2008-05-25,1360.5987,1325.9299
2008-05-26,1360.5697,1325.423
2008-05-27,1360.5298,1324.8905
2008-05-28,1360.5233,1324.4594
2008-05-29,1360.5145,1323.9742
2008-05-30,1360.5055,1323.5515
2008-05-31,1360.4699,1323.0876
2008-06-01,1360.4674,1322.6744
2008-06-02,1360.4678,1322.2885
2008-06-03,1360.4715,1321.8912
2008-06-04,1360.4652,1321.5377
2008-06-05,1360.4677,1321.1924
2008-06-06,1360.4786,1320.8502
2008-06-07,1360.4814,1320.5426
2008-06-08,1360.4704,1320.2298
2008-06-09,1360.4929,1319.9587
2008-06-10,1360.4848,1319.6559
2008-06-11,1360.4999,1319.4113
2008-06-12,1360.537,1319.1842
2008-06-13,1360.5711,1318.971
2008-06-14,1360.5705,1318.7369
2008-06-15,1360.5857,1318.5215
2008-06-16,1360.6085,1318.32
2008-06-17,1360.6177,1318.1077
2008-06-18,1360.6003,1317.8978
2008-06-19,1360.5806,1317.6928
2008-06-20,1360.5511,1317.476
2008-06-21,1360.5557,1317.3032
2008-06-22,1360.5482,1317.128
2008-06-23,1360.5316,1316.9554
2008-06-24,1360.5276,1316.797
2008-06-25,1360.494,1316.643
2008-06-26,1360.4899,1316.5209
2008-06-27,1360.487,1316.3948
2008-06-28,1360.4683,1316.2777
2008-06-29,1360.4633,1316.1878
2008-06-30,1360.4756,1316.1313
2008-07-01,1360.4803,1316.0788
2008-07-02,1360.4938,1316.0551
2008-07-03,1360.4654,1316.0078
2008-07-04,1360.471,1316.0072
2008-07-05,1360.4989,1316.0451
2008-07-06,1360.5075,1316.0798
2008-07-07,1360.5168,1316.1303
2008-07-08,1360.516,1316.1863
2008-07-09,1360.4995,1316.2407
2008-07-10,1360.5049,1316.33
2008-07-11,1360.5208,1316.4367
2008-07-12,1360.512,1316.5327
2008-07-13,1360.5415,1316.6777
2008-07-14,1360.5723,1316.8357
2008-07-15,1360.5466,1316.9491
2008-07-16,1360.5381,1317.097
2008-07-17,1360.5237,1317.2272
2008-07-18,1360.5422,1317.4074
2008-07-19,1360.5387,1317.5781
2008-07-20,1360.5394,1317.7628
2008-07-21,1360.5154,1317.9313
2008-07-22,1360.4975,1318.1122
2008-07-23,1360.508,1318.342
2008-07-24,1360.5026,1318.5564
2008-07-25,1360.46,1318.7322
2008-07-26,1360.4496,1318.9677
2008-07-27,1360.4495,1319.2243
2008-07-28,1360.4515,1319.4886
2008-07-29,1360.4862,1319.8142
2008-07-30,1360.5052,1320.1167
2008-07-31,1360.4723,1320.3936
2008-08-01,1360.511,1320.7751
2008-08-02,1360.5266,1321.12
2008-08-03,1360.5335,1321.4776
2008-08-04,1360.5047,1321.8205
2008-08-05,1360.5326,1322.2496
2008-08-06,1360.5313,1322.6312
2008-08-07,1360.5188,1323.0308
2008-08-08,1360.537,1323.4682
2008-08-09,1360.5525,1323.909
2008-08-10,1360.5511,1324.3525
2008-08-11,1360.5305,1324.7931
2008-08-12,1360.5153,1325.271
2008-08-13,1360.5132,1325.7219
2008-08-14,1360.508,1326.1776
2008-08-15,1360.5138,1326.6625
2008-08-16,1360.5194,1327.1664
2008-08-17,1360.5214,1327.6472
2008-08-18,1360.496,1328.1491
2008-08-19,1360.5138,1328.7142
2008-08-20,1360.4869,1329.1541
2008-08-21,1360.4792,1329.5997
2008-08-22,1360.4871,1330.2009
2008-08-23,1360.4965,1330.7647
2008-08-24,1360.4696,1331.264
2008-08-25,1360.4801,1331.8427
2008-08-26,1360.4943,1332.4523
2008-08-27,1360.5,1333.0099
2008-08-28,1360.4876,1333.5434
2008-08-29,1360.5042,1334.2041
2008-08-30,1360.5008,1334.7998
2008-08-31,1360.5169,1335.4349
2008-09-01,1360.5065,1336.0498
2008-09-02,1360.5017,1336.7243
2008-09-03,1360.54,1337.3898
2008-09-04,1360.521,1338.0439
2008-09-05,1360.5263,1338.732
2008-09-06,1360.5536,1339.4206
2008-09-07,1360.5325,1340.0848
2008-09-08,1360.5374,1340.7898
2008-09-09,1360.5391,1341.536
2008-09-10,1360.5262,1342.2164
2008-09-11,1360.5182,1342.9017
2008-09-12,1360.5016,1343.5908
2008-09-13,1360.4786,1344.2775
2008-09-14,1360.4665,1344.9974
2008-09-15,1360.4671,1345.7283
2008-09-16,1360.4843,1346.5016
2008-09-17,1360.4792,1347.1686
2008-09-18,1360.5023,1347.9521
2008-09-19,1360.4794,1348.6207
2008-09-20,1360.4884,1349.3663
2008-09-21,1360.4679,1350.0757
2008-09-22,1360.5008,1350.8373
2008-09-23,1360.5424,1351.6606
2008-09-24,1360.5507,1352.3716
2008-09-25,1360.5646,1353.1192
2008-09-26,1360.5301,1353.8466
2008-09-27,1360.5032,1354.5866
2008-09-28,1360.5366,1355.3706
2008-09-29,1360.5212,1356.121
2008-09-30,1360.509,1356.9181
2008-10-01,1360.522,1357.685
2008-10-02,1360.5279,1358.4886
2008-10-03,1360.5347,1359.2975
2008-10-04,1360.5307,1360.072
2008-10-05,1360.5278,1360.8625
2008-10-06,1360.5417,1361.685
2008-10-07,1360.5081,1362.4957
2008-10-08,1360.5166,1363.3054
2008-10-09,1360.5221,1364.0729
2008-10-10,1360.5287,1364.8688
2008-10-11,1360.5149,1365.6504
2008-10-12,1360.5213,1366.4532
2008-10-13,1360.5511,1367.2863
2008-10-14,1360.5489,1368.1326
2008-10-15,1360.5627,1368.854
2008-10-16,1360.5759,1369.5462
2008-10-17,1360.561,1370.3887
2008-10-18,1360.5564,1371.1471
2008-10-19,1360.5582,1371.9158
2008-10-20,1360.5449,1372.6521
2008-10-21,1360.5203,1373.4387
2008-10-22,1360.5392,1374.1537
2008-10-23,1360.5434,1374.8137
2008-10-24,1360.5333,1375.6113
2008-10-25,1360.5425,1376.3945
2008-10-26,1360.5211,1377.0902
2008-10-27,1360.5051,1377.7985
2008-10-28,1360.5266,1378.5821
2008-10-29,1360.5317,1379.2998
2008-10-30,1360.5422,1380.0512
2008-10-31,1360.5328,1380.7718
2008-11-01,1360.5399,1381.5116
2008-11-02,1360.4777,1382.1682
2008-11-03,1360.4877,1382.9068
2008-11-04,1360.5535,1383.7433
2008-11-05,1360.5581,1384.4358
2008-11-06,1360.568,1385.1243
2008-11-07,1360.5419,1385.7832
2008-11-08,1360.5445,1386.4884
2008-11-09,1360.5581,1387.1982
2008-11-10,1360.5393,1387.8364
2008-11-11,1360.5096,1388.5305
2008-11-12,1360.5163,1389.1504
2008-11-13,1360.5286,1389.7817
2008-11-14,1360.5579,1390.4829
2008-11-15,1360.5682,1391.1237
2008-11-16,1360.5465,1391.6574
2008-11-17,1360.5259,1392.2175
2008-11-18,1360.5176,1392.8307
2008-11-19,1360.4962,1393.352
2008-11-20,1360.482,1393.8711
2008-11-21,1360.4835,1394.4214
2008-11-22,1360.5011,1394.9913
2008-11-23,1360.5129,1395.5341
2008-11-24,1360.5124,1396.0358
2008-11-25,1360.5204,1396.5907
2008-11-26,1360.5149,1397.064
2008-11-27,1360.5346,1397.5848
2008-11-28,1360.5015,1398.0475
2008-11-29,1360.4971,1398.5187
2008-11-30,1360.5142,1399.0079
2008-12-01,1360.5287,1399.4932
2008-12-02,1360.5157,1399.9748
2008-12-03,1360.5364,1400.4274
2008-12-04,1360.5235,1400.8266
2008-12-05,1360.5479,1401.2892
2008-12-06,1360.5269,1401.6715
2008-12-07,1360.5028,1402.0502
2008-12-08,1360.4903,1402.4301
2008-12-09,1360.5122,1402.8527
2008-12-10,1360.4999,1403.1636
2008-12-11,1360.4967,1403.4638
2008-12-12,1360.5215,1403.8452
2008-12-13,1360.4964,1404.1238
2008-12-14,1360.5097,1404.4229
2008-12-15,1360.4956,1404.6802
2008-12-16,1360.5161,1404.9597
2008-12-17,1360.5127,1405.1841
2008-12-18,1360.5215,1405.3879
2008-12-19,1360.5315,1405.6213
2008-12-20,1360.5074,1405.7828
2008-12-21,1360.5065,1405.9548
2008-12-22,1360.4858,1406.0965
2008-12-23,1360.5133,1406.2848
2008-12-24,1360.5247,1406.4325
2008-12-25,1360.5466,1406.5797
2008-12-26,1360.5597,1406.7107
2008-12-27,1360.5434,1406.7986
2008-12-28,1360.5557,1406.9042
2008-12-29,1360.5732,1407.0055
2008-12-30,1360.5466,1407.0571
2008-12-31,1360.5268,1407.0943
2009-01-01,1360.5207,1407.1342
2009-01-02,1360.5365,1407.1864
2009-01-03,1360.5352,1407.2058
2009-01-04,null,null
2009-01-05,null,null
2009-01-06,null,null
2009-01-07,null,null
2009-01-08,null,null
2009-01-09,null,null
2009-01-10,null,null
2009-01-11,null,null
2009-01-12,null,null
2009-01-13,1360.567,1406.5369
2009-01-14,1360.5342,1406.3748
2009-01-15,1360.5442,1406.2039
2009-01-16,1360.5584,1406.0165
2009-01-17,1360.5838,1405.8254
2009-01-18,1360.5825,1405.5936
2009-01-19,1360.5646,1405.3351
2009-01-20,1360.5536,1405.0544
2009-01-21,1360.542,1404.7864
2009-01-22,1360.519,1404.4809
2009-01-23,1360.5389,1404.2047
2009-01-24,1360.5352,1403.897
2009-01-25,1360.5416,1403.5959
2009-01-26,1360.543,1403.2667
2009-01-27,1360.5231,1402.902
2009-01-28,1360.5147,1402.5597
2009-01-29,1360.5087,1402.2079
2009-01-30,1360.4886,1401.8351
2009-01-31,1360.494,1401.4718
2009-02-01,1360.514,1401.1113
2009-02-02,1360.5266,1400.7229
2009-02-03,1360.5449,1400.3011
2009-02-04,1360.5304,1399.8979
2009-02-05,1360.5149,1399.5028
2009-02-06,1360.5434,1399.0441
2009-02-07,1360.5447,1398.5676
2009-02-08,1360.534,1398.0913
2009-02-09,1360.5311,1397.6068
2009-02-10,1360.533,1397.0641
2009-02-11,1360.5454,1396.5648
2009-02-12,1360.5526,1396.0637
2009-02-13,1360.5374,1395.4901
2009-02-14,1360.5527,1394.9394
2009-02-15,1360.5394,1394.3459
2009-02-16,1360.5546,1393.7881
2009-02-17,1360.5466,1393.1613
2009-02-18,1360.5507,1392.5816
2009-02-19,1360.53,1391.9424
2009-02-20,1360.5363,1391.3279
2009-02-21,1360.525,1390.6945
2009-02-22,1360.5263,1390.07
2009-02-23,1360.4918,1389.4023
2009-02-24,1360.4884,1388.7092
2009-02-25,1360.5048,1388.0868
2009-02-26,1360.4903,1387.4307
2009-02-27,1360.4973,1386.7813
2009-02-28,1360.5391,1386.1767
2009-03-01,1360.521,1385.5
2009-03-02,1360.5015,1384.7972
2009-03-03,1360.512,1384.0848
2009-03-04,1360.5049,1383.4451
2009-03-05,1360.5396,1382.7516
2009-03-06,1360.5364,1382.1147
2009-03-07,1360.5042,1381.3662
2009-03-08,1360.5594,1380.7025
2009-03-09,1360.5356,1379.9596
2009-03-10,1360.5292,1379.0913
2009-03-11,1360.5335,1378.4838
2009-03-12,1360.5225,1377.7513
2009-03-13,1360.5184,1377.0021
2009-03-14,1360.5252,1376.2307
2009-03-15,1360.5308,1375.4602
2009-03-16,1360.5291,1374.6589
2009-03-17,1360.5172,1373.8609
2009-03-18,1360.5333,1373.1588
2009-03-19,1360.5041,1372.3198
2009-03-20,1360.4868,1371.5095
2009-03-21,1360.5172,1370.7385
2009-03-22,1360.5247,1369.9778
2009-03-23,1360.5284,1369.2656
2009-03-24,1360.5168,1368.3598
2009-03-25,1360.5075,1367.5619
2009-03-26,1360.4923,1366.7709
2009-03-27,1360.5144,1366.0332
2009-03-28,1360.5219,1365.2776
2009-03-29,1360.5286,1364.493
2009-03-30,1360.5162,1363.7248
2009-03-31,1360.5529,1362.9123
2009-04-01,1360.5338,1362.1901
2009-04-02,1360.5142,1361.483
2009-04-03,1360.5226,1360.6666
2009-04-04,1360.5059,1359.8804
2009-04-05,1360.5235,1359.1008
2009-04-06,1360.5534,1358.3815
2009-04-07,1360.5443,1357.5453
2009-04-08,1360.5269,1356.8115
2009-04-09,1360.5178,1356.0648
2009-04-10,1360.5315,1355.291
2009-04-11,1360.5274,1354.5065
2009-04-12,1360.5174,1353.7205
2009-04-13,1360.5068,1352.9255
2009-04-14,1360.5033,1352.1132
2009-04-15,1360.5102,1351.4096
2009-04-16,1360.4929,1350.6112
2009-04-17,1360.524,1349.8669
2009-04-18,1360.5159,1349.1054
2009-04-19,1360.4918,1348.3082
2009-04-20,1360.4864,1347.5711
2009-04-21,1360.4854,1346.7881
2009-04-22,1360.4991,1346.0629
2009-04-23,1360.5032,1345.3653
2009-04-24,1360.4964,1344.6345
2009-04-25,1360.4864,1343.9207
2009-04-26,1360.492,1343.2279
2009-04-27,1360.4933,1342.5258
2009-04-28,1360.5066,1341.805
2009-04-29,1360.4893,1341.1526
2009-04-30,1360.5204,1340.4764
2009-05-01,1360.5171,1339.8648
2009-05-02,1360.5059,1339.2126
2009-05-03,1360.5237,1338.5782
2009-05-04,1360.5199,1337.9345
2009-05-05,1360.5099,1337.2414
2009-05-06,1360.5186,1336.641
2009-05-07,1360.5194,1335.9595
2009-05-08,1360.5432,1335.4415
2009-05-09,1360.5718,1334.8429
2009-05-10,1360.6439,1334.3007
2009-05-11,1360.6508,1333.6995
2009-05-12,1360.6741,1333.0886
2009-05-13,1360.6474,1332.5078
2009-05-14,1360.6021,1331.8678
2009-05-15,1360.6222,1331.2961
2009-05-16,1360.6495,1330.7507
2009-05-17,1360.6654,1330.2069
2009-05-18,1360.6806,1329.6638
2009-05-19,1360.6634,1329.0694
2009-05-20,1360.6225,1328.495
2009-05-21,1360.5909,1327.946
2009-05-22,1360.597,1327.4392
2009-05-23,1360.5657,1326.9266
2009-05-24,1360.5652,1326.4321
2009-05-25,1360.5708,1325.9661
2009-05-26,1360.5552,1325.4605
2009-05-27,1360.5158,1325.004
2009-05-28,1360.5103,1324.6049
2009-05-29,1360.5328,1324.1851
2009-05-30,1360.5149,1323.763
2009-05-31,1360.5083,1323.356
2009-06-01,1360.4959,1322.9559
